,username,gender,age,occupation,age,zipcode,password
2870,user2871,F,25,sales/marketing,25-34,98110,youaresosmartifyoufiguredoutthispassword
2871,user2872,M,25,writer,25-34,94014,youaresosmartifyoufiguredoutthispassword
2872,user2873,F,18,college/grad student,18-24,64093,youaresosmartifyoufiguredoutthispassword
2873,user2874,F,35,writer,35-44,20036,youaresosmartifyoufiguredoutthispassword
2874,user2875,M,25,artist,25-34,10013,youaresosmartifyoufiguredoutthispassword
2875,user2876,M,25,technician/engineer,25-34,02149,youaresosmartifyoufiguredoutthispassword
2876,user2877,M,35,academic/educator,35-44,80687,youaresosmartifyoufiguredoutthispassword
2877,user2878,F,50,writer,50-55,88005,youaresosmartifyoufiguredoutthispassword
2878,user2879,M,18,college/grad student,18-24,60062,youaresosmartifyoufiguredoutthispassword
2879,user2880,M,18,programmer,18-24,55405,youaresosmartifyoufiguredoutthispassword
2880,user2881,F,25,programmer,25-34,77019,youaresosmartifyoufiguredoutthispassword
2881,user2882,M,18,writer,18-24,78759,youaresosmartifyoufiguredoutthispassword
2882,user2883,M,18,writer,18-24,30101,youaresosmartifyoufiguredoutthispassword
2883,user2884,F,50,clerical/admin,50-55,53222,youaresosmartifyoufiguredoutthispassword
2884,user2885,F,18,academic/educator,18-24,80302,youaresosmartifyoufiguredoutthispassword
2885,user2886,M,18,college/grad student,18-24,60073,youaresosmartifyoufiguredoutthispassword
2886,user2887,M,25,clerical/admin,25-34,66205,youaresosmartifyoufiguredoutthispassword
2887,user2888,M,25,sales/marketing,25-34,55438,youaresosmartifyoufiguredoutthispassword
2888,user2889,M,35,clerical/admin,35-44,55104,youaresosmartifyoufiguredoutthispassword
2889,user2890,M,35,executive/managerial,35-44,90069,youaresosmartifyoufiguredoutthispassword
2890,user2891,F,18,college/grad student,18-24,66044,youaresosmartifyoufiguredoutthispassword
2891,user2892,M,25,college/grad student,25-34,84064,youaresosmartifyoufiguredoutthispassword
2892,user2893,M,25,academic/educator,25-34,94025,youaresosmartifyoufiguredoutthispassword
2893,user2894,M,18,college/grad student,18-24,44130,youaresosmartifyoufiguredoutthispassword
2894,user2895,M,25,lawyer,25-34,07039,youaresosmartifyoufiguredoutthispassword
2895,user2896,M,18,sales/marketing,18-24,60073,youaresosmartifyoufiguredoutthispassword
2896,user2897,M,25,customer service,25-34,97405,youaresosmartifyoufiguredoutthispassword
2897,user2898,M,18,college/grad student,18-24,02453,youaresosmartifyoufiguredoutthispassword
2898,user2899,M,35,sales/marketing,35-44,94133,youaresosmartifyoufiguredoutthispassword
2899,user2900,M,18,programmer,18-24,95120,youaresosmartifyoufiguredoutthispassword
2900,user2901,M,25,technician/engineer,25-34,78749,youaresosmartifyoufiguredoutthispassword
2901,user2902,M,25,programmer,25-34,98007,youaresosmartifyoufiguredoutthispassword
2902,user2903,M,25,self-employed,25-34,20850,youaresosmartifyoufiguredoutthispassword
2903,user2904,M,25,college/grad student,25-34,16802,youaresosmartifyoufiguredoutthispassword
2904,user2905,M,35,technician/engineer,35-44,55407,youaresosmartifyoufiguredoutthispassword
2905,user2906,M,35,unemployed,35-44,55421,youaresosmartifyoufiguredoutthispassword
2906,user2907,F,35,customer service,35-44,12345,youaresosmartifyoufiguredoutthispassword
2907,user2908,M,18,artist,18-24,74403,youaresosmartifyoufiguredoutthispassword
2908,user2909,M,25,executive/managerial,25-34,43228,youaresosmartifyoufiguredoutthispassword
2909,user2910,M,1,unemployed,Under 18,75602,youaresosmartifyoufiguredoutthispassword
2910,user2911,F,25,college/grad student,25-34,55455,youaresosmartifyoufiguredoutthispassword
2911,user2912,F,18,college/grad student,18-24,48104,youaresosmartifyoufiguredoutthispassword
2912,user2913,F,35,writer,35-44,98119,youaresosmartifyoufiguredoutthispassword
2913,user2914,M,25,college/grad student,25-34,92614,youaresosmartifyoufiguredoutthispassword
2914,user2915,M,25,executive/managerial,25-34,23423,youaresosmartifyoufiguredoutthispassword
2915,user2916,M,45,artist,45-49,98011,youaresosmartifyoufiguredoutthispassword
2916,user2917,M,25,other or not specified,25-34,60201,youaresosmartifyoufiguredoutthispassword
2917,user2918,M,25,programmer,25-34,98112,youaresosmartifyoufiguredoutthispassword
2918,user2919,M,18,technician/engineer,18-24,88076,youaresosmartifyoufiguredoutthispassword
2919,user2920,M,25,artist,25-34,55116,youaresosmartifyoufiguredoutthispassword
2920,user2921,M,50,academic/educator,50-55,53221,youaresosmartifyoufiguredoutthispassword
2921,user2922,M,25,technician/engineer,25-34,52402,youaresosmartifyoufiguredoutthispassword
2922,user2923,M,35,programmer,35-44,44256,youaresosmartifyoufiguredoutthispassword
2923,user2924,F,18,college/grad student,18-24,94121,youaresosmartifyoufiguredoutthispassword
2924,user2925,F,25,college/grad student,25-34,23454,youaresosmartifyoufiguredoutthispassword
2925,user2926,F,18,artist,18-24,55118,youaresosmartifyoufiguredoutthispassword
2926,user2927,M,25,programmer,25-34,24060,youaresosmartifyoufiguredoutthispassword
2927,user2928,M,25,artist,25-34,90068,youaresosmartifyoufiguredoutthispassword
2928,user2929,M,18,artist,18-24,60614,youaresosmartifyoufiguredoutthispassword
2929,user2930,M,50,technician/engineer,50-55,45420,youaresosmartifyoufiguredoutthispassword
2930,user2931,M,18,college/grad student,18-24,16803,youaresosmartifyoufiguredoutthispassword
2931,user2932,M,25,programmer,25-34,55346,youaresosmartifyoufiguredoutthispassword
2932,user2933,M,35,lawyer,35-44,32082,youaresosmartifyoufiguredoutthispassword
2933,user2934,F,35,writer,35-44,91324,youaresosmartifyoufiguredoutthispassword
2934,user2935,M,25,other or not specified,25-34,55126,youaresosmartifyoufiguredoutthispassword
2935,user2936,F,18,college/grad student,18-24,94122,youaresosmartifyoufiguredoutthispassword
2936,user2937,F,18,college/grad student,18-24,48103,youaresosmartifyoufiguredoutthispassword
2937,user2938,F,25,other or not specified,25-34,55345,youaresosmartifyoufiguredoutthispassword
2938,user2939,F,25,scientist,25-34,94901,youaresosmartifyoufiguredoutthispassword
2939,user2940,M,25,other or not specified,25-34,02143,youaresosmartifyoufiguredoutthispassword
2940,user2941,M,35,programmer,35-44,98033,youaresosmartifyoufiguredoutthispassword
2941,user2942,F,50,academic/educator,50-55,93103,youaresosmartifyoufiguredoutthispassword
2942,user2943,M,35,programmer,35-44,95864,youaresosmartifyoufiguredoutthispassword
2943,user2944,F,18,college/grad student,18-24,48104,youaresosmartifyoufiguredoutthispassword
2944,user2945,F,35,technician/engineer,35-44,89507,youaresosmartifyoufiguredoutthispassword
2945,user2946,M,35,self-employed,35-44,92630,youaresosmartifyoufiguredoutthispassword
2946,user2947,F,25,other or not specified,25-34,02138,youaresosmartifyoufiguredoutthispassword
2947,user2948,M,18,sales/marketing,18-24,48185,youaresosmartifyoufiguredoutthispassword
2948,user2949,M,25,technician/engineer,25-34,98033,youaresosmartifyoufiguredoutthispassword
2949,user2950,M,18,other or not specified,18-24,72761,youaresosmartifyoufiguredoutthispassword
2950,user2951,F,35,sales/marketing,35-44,94303,youaresosmartifyoufiguredoutthispassword
2951,user2952,M,25,college/grad student,25-34,06511,youaresosmartifyoufiguredoutthispassword
2952,user2953,M,25,writer,25-34,23225,youaresosmartifyoufiguredoutthispassword
2953,user2954,M,18,artist,18-24,11435,youaresosmartifyoufiguredoutthispassword
2954,user2955,M,35,sales/marketing,35-44,92025,youaresosmartifyoufiguredoutthispassword
2955,user2956,M,25,programmer,25-34,50265,youaresosmartifyoufiguredoutthispassword
2956,user2957,M,18,college/grad student,18-24,48104,youaresosmartifyoufiguredoutthispassword
2957,user2958,M,25,executive/managerial,25-34,91911,youaresosmartifyoufiguredoutthispassword
2958,user2959,M,35,technician/engineer,35-44,06074,youaresosmartifyoufiguredoutthispassword
2959,user2960,M,18,college/grad student,18-24,48104,youaresosmartifyoufiguredoutthispassword
2960,user2961,M,50,technician/engineer,50-55,91977,youaresosmartifyoufiguredoutthispassword
2961,user2962,M,35,clerical/admin,35-44,94109,youaresosmartifyoufiguredoutthispassword
2962,user2963,F,18,college/grad student,18-24,48104,youaresosmartifyoufiguredoutthispassword
2963,user2964,M,25,technician/engineer,25-34,07030,youaresosmartifyoufiguredoutthispassword
2964,user2965,F,35,college/grad student,35-44,48103,youaresosmartifyoufiguredoutthispassword
2965,user2966,F,25,college/grad student,25-34,48104,youaresosmartifyoufiguredoutthispassword
2966,user2967,M,25,other or not specified,25-34,94110,youaresosmartifyoufiguredoutthispassword
2967,user2968,F,18,other or not specified,18-24,48104,youaresosmartifyoufiguredoutthispassword
2968,user2969,M,25,executive/managerial,25-34,06851,youaresosmartifyoufiguredoutthispassword
2969,user2970,M,18,college/grad student,18-24,48104,youaresosmartifyoufiguredoutthispassword
2970,user2971,M,25,college/grad student,25-34,48104,youaresosmartifyoufiguredoutthispassword
2971,user2972,M,25,college/grad student,25-34,97330,youaresosmartifyoufiguredoutthispassword
2972,user2973,F,18,college/grad student,18-24,48108,youaresosmartifyoufiguredoutthispassword
2973,user2974,M,18,college/grad student,18-24,48105,youaresosmartifyoufiguredoutthispassword
2974,user2975,M,35,lawyer,35-44,20879,youaresosmartifyoufiguredoutthispassword
2975,user2976,M,18,writer,18-24,86001,youaresosmartifyoufiguredoutthispassword
2976,user2977,F,18,college/grad student,18-24,48104,youaresosmartifyoufiguredoutthispassword
2977,user2978,M,35,writer,35-44,45236,youaresosmartifyoufiguredoutthispassword
2978,user2979,M,35,artist,35-44,45243,youaresosmartifyoufiguredoutthispassword
2979,user2980,M,45,executive/managerial,45-49,91766,youaresosmartifyoufiguredoutthispassword
2980,user2981,M,45,doctor/health care,45-49,52556,youaresosmartifyoufiguredoutthispassword
2981,user2982,M,25,college/grad student,25-34,54902,youaresosmartifyoufiguredoutthispassword
2982,user2983,M,18,college/grad student,18-24,97850,youaresosmartifyoufiguredoutthispassword
2983,user2984,M,25,college/grad student,25-34,48105,youaresosmartifyoufiguredoutthispassword
2984,user2985,M,18,college/grad student,18-24,97333,youaresosmartifyoufiguredoutthispassword
2985,user2986,M,25,college/grad student,25-34,24060,youaresosmartifyoufiguredoutthispassword
2986,user2987,M,18,college/grad student,18-24,15213,youaresosmartifyoufiguredoutthispassword
2987,user2988,F,18,doctor/health care,18-24,92122,youaresosmartifyoufiguredoutthispassword
2988,user2989,M,35,programmer,35-44,97330,youaresosmartifyoufiguredoutthispassword
2989,user2990,M,35,programmer,35-44,45243,youaresosmartifyoufiguredoutthispassword
2990,user2991,M,50,academic/educator,50-55,48105,youaresosmartifyoufiguredoutthispassword
2991,user2992,M,18,college/grad student,18-24,14853,youaresosmartifyoufiguredoutthispassword
2992,user2993,M,18,unemployed,18-24,12133,youaresosmartifyoufiguredoutthispassword
2993,user2994,M,35,customer service,35-44,95008,youaresosmartifyoufiguredoutthispassword
2994,user2995,M,25,scientist,25-34,97333,youaresosmartifyoufiguredoutthispassword
2995,user2996,M,18,other or not specified,18-24,63011,youaresosmartifyoufiguredoutthispassword
2996,user2997,F,35,self-employed,35-44,45238,youaresosmartifyoufiguredoutthispassword
2997,user2998,F,25,academic/educator,25-34,45241,youaresosmartifyoufiguredoutthispassword
2998,user2999,M,25,executive/managerial,25-34,33813,youaresosmartifyoufiguredoutthispassword
2999,user3000,M,25,college/grad student,25-34,55408,youaresosmartifyoufiguredoutthispassword
3000,user3001,M,18,college/grad student,18-24,94704,youaresosmartifyoufiguredoutthispassword
3001,user3002,M,45,lawyer,45-49,90028,youaresosmartifyoufiguredoutthispassword
3002,user3003,M,18,scientist,18-24,94606,youaresosmartifyoufiguredoutthispassword
3003,user3004,F,18,college/grad student,18-24,02138,youaresosmartifyoufiguredoutthispassword
3004,user3005,M,25,technician/engineer,25-34,94133,youaresosmartifyoufiguredoutthispassword
3005,user3006,M,18,college/grad student,18-24,45750,youaresosmartifyoufiguredoutthispassword
3006,user3007,M,35,other or not specified,35-44,33174,youaresosmartifyoufiguredoutthispassword
3007,user3008,M,18,college/grad student,18-24,94403,youaresosmartifyoufiguredoutthispassword
3008,user3009,F,35,clerical/admin,35-44,55112,youaresosmartifyoufiguredoutthispassword
3009,user3010,M,25,programmer,25-34,78759,youaresosmartifyoufiguredoutthispassword
3010,user3011,M,25,academic/educator,25-34,10003,youaresosmartifyoufiguredoutthispassword
3011,user3012,M,25,programmer,25-34,78660,youaresosmartifyoufiguredoutthispassword
3012,user3013,M,45,technician/engineer,45-49,97124,youaresosmartifyoufiguredoutthispassword
3013,user3014,M,35,executive/managerial,35-44,06430,youaresosmartifyoufiguredoutthispassword
3014,user3015,M,56,doctor/health care,56+,62707,youaresosmartifyoufiguredoutthispassword
3015,user3016,M,18,programmer,18-24,78759,youaresosmartifyoufiguredoutthispassword
3016,user3017,F,35,homemaker,35-44,85255,youaresosmartifyoufiguredoutthispassword
3017,user3018,M,35,other or not specified,35-44,45242,youaresosmartifyoufiguredoutthispassword
3018,user3019,M,50,programmer,50-55,97330,youaresosmartifyoufiguredoutthispassword
3019,user3020,F,35,executive/managerial,35-44,60302,youaresosmartifyoufiguredoutthispassword
3020,user3021,F,45,scientist,45-49,78750,youaresosmartifyoufiguredoutthispassword
3021,user3022,M,25,technician/engineer,25-34,78730,youaresosmartifyoufiguredoutthispassword
3022,user3023,F,25,executive/managerial,25-34,92108,youaresosmartifyoufiguredoutthispassword
3023,user3024,M,35,technician/engineer,35-44,14302,youaresosmartifyoufiguredoutthispassword
3024,user3025,F,35,other or not specified,35-44,90004,youaresosmartifyoufiguredoutthispassword
3025,user3026,F,18,college/grad student,18-24,45750,youaresosmartifyoufiguredoutthispassword
3026,user3027,M,18,college/grad student,18-24,85719,youaresosmartifyoufiguredoutthispassword
3027,user3028,M,1,K-12 student,Under 18,12701,youaresosmartifyoufiguredoutthispassword
3028,user3029,M,18,college/grad student,18-24,92037,youaresosmartifyoufiguredoutthispassword
3029,user3030,M,35,academic/educator,35-44,48103,youaresosmartifyoufiguredoutthispassword
3030,user3031,M,18,college/grad student,18-24,48135,youaresosmartifyoufiguredoutthispassword
3031,user3032,M,25,other or not specified,25-34,47303,youaresosmartifyoufiguredoutthispassword
3032,user3033,M,18,college/grad student,18-24,02906,youaresosmartifyoufiguredoutthispassword
3033,user3034,F,18,academic/educator,18-24,33143,youaresosmartifyoufiguredoutthispassword
3034,user3035,F,25,executive/managerial,25-34,90230,youaresosmartifyoufiguredoutthispassword
3035,user3036,M,56,retired,56+,14843,youaresosmartifyoufiguredoutthispassword
3036,user3037,F,25,artist,25-34,97333,youaresosmartifyoufiguredoutthispassword
3037,user3038,F,35,artist,35-44,97401,youaresosmartifyoufiguredoutthispassword
3038,user3039,F,50,clerical/admin,50-55,33611,youaresosmartifyoufiguredoutthispassword
3039,user3040,M,25,farmer,25-34,22046,youaresosmartifyoufiguredoutthispassword
3040,user3041,M,25,college/grad student,25-34,97333,youaresosmartifyoufiguredoutthispassword
3041,user3042,M,56,academic/educator,56+,49042,youaresosmartifyoufiguredoutthispassword
3042,user3043,M,18,artist,18-24,90069,youaresosmartifyoufiguredoutthispassword
3043,user3044,M,35,self-employed,35-44,77301,youaresosmartifyoufiguredoutthispassword
3044,user3045,M,45,academic/educator,45-49,90631,youaresosmartifyoufiguredoutthispassword
3045,user3046,M,1,college/grad student,Under 18,46311,youaresosmartifyoufiguredoutthispassword
3046,user3047,F,25,college/grad student,25-34,94117,youaresosmartifyoufiguredoutthispassword
3047,user3048,M,18,artist,18-24,02066,youaresosmartifyoufiguredoutthispassword
3048,user3049,F,50,other or not specified,50-55,02421,youaresosmartifyoufiguredoutthispassword
3049,user3050,M,35,programmer,35-44,94025,youaresosmartifyoufiguredoutthispassword
3050,user3051,M,18,technician/engineer,18-24,94063,youaresosmartifyoufiguredoutthispassword
3051,user3052,M,35,programmer,35-44,10036,youaresosmartifyoufiguredoutthispassword
3052,user3053,F,25,clerical/admin,25-34,55102,youaresosmartifyoufiguredoutthispassword
3053,user3054,M,18,college/grad student,18-24,44056,youaresosmartifyoufiguredoutthispassword
3054,user3055,F,25,clerical/admin,25-34,98501,youaresosmartifyoufiguredoutthispassword
3055,user3056,M,25,tradesman/craftsman,25-34,10309,youaresosmartifyoufiguredoutthispassword
3056,user3057,F,25,programmer,25-34,55438,youaresosmartifyoufiguredoutthispassword
3057,user3058,M,18,programmer,18-24,55123,youaresosmartifyoufiguredoutthispassword
3058,user3059,M,35,other or not specified,35-44,75023,youaresosmartifyoufiguredoutthispassword
3059,user3060,F,35,academic/educator,35-44,92705,youaresosmartifyoufiguredoutthispassword
3060,user3061,M,45,artist,45-49,29440,youaresosmartifyoufiguredoutthispassword
3061,user3062,M,18,college/grad student,18-24,03106,youaresosmartifyoufiguredoutthispassword
3062,user3063,M,18,college/grad student,18-24,03106,youaresosmartifyoufiguredoutthispassword
3063,user3064,M,35,technician/engineer,35-44,90026,youaresosmartifyoufiguredoutthispassword
3064,user3065,F,18,college/grad student,18-24,48135,youaresosmartifyoufiguredoutthispassword
3065,user3066,M,18,college/grad student,18-24,61801,youaresosmartifyoufiguredoutthispassword
3066,user3067,F,25,other or not specified,25-34,02148,youaresosmartifyoufiguredoutthispassword
3067,user3068,F,35,homemaker,35-44,66204,youaresosmartifyoufiguredoutthispassword
3068,user3069,M,18,college/grad student,18-24,97470,youaresosmartifyoufiguredoutthispassword
3069,user3070,F,18,college/grad student,18-24,10708,youaresosmartifyoufiguredoutthispassword
3070,user3071,M,25,academic/educator,25-34,02115,youaresosmartifyoufiguredoutthispassword
3071,user3072,M,50,academic/educator,50-55,55126,youaresosmartifyoufiguredoutthispassword
3072,user3073,M,25,other or not specified,25-34,90028,youaresosmartifyoufiguredoutthispassword
3073,user3074,M,25,other or not specified,25-34,23451,youaresosmartifyoufiguredoutthispassword
3074,user3075,F,25,lawyer,25-34,06107,youaresosmartifyoufiguredoutthispassword
3075,user3076,M,35,technician/engineer,35-44,30024,youaresosmartifyoufiguredoutthispassword
3076,user3077,M,18,college/grad student,18-24,43202,youaresosmartifyoufiguredoutthispassword
3077,user3078,F,35,academic/educator,35-44,02155,youaresosmartifyoufiguredoutthispassword
3078,user3079,F,25,academic/educator,25-34,55410,youaresosmartifyoufiguredoutthispassword
3079,user3080,M,25,writer,25-34,55410,youaresosmartifyoufiguredoutthispassword
3080,user3081,M,25,executive/managerial,25-34,77252,youaresosmartifyoufiguredoutthispassword
3081,user3082,F,35,doctor/health care,35-44,45459,youaresosmartifyoufiguredoutthispassword
3082,user3083,F,50,other or not specified,50-55,97403,youaresosmartifyoufiguredoutthispassword
3083,user3084,M,25,self-employed,25-34,01581,youaresosmartifyoufiguredoutthispassword
3084,user3085,M,25,college/grad student,25-34,78703,youaresosmartifyoufiguredoutthispassword
3085,user3086,M,18,programmer,18-24,98105,youaresosmartifyoufiguredoutthispassword
3086,user3087,F,1,academic/educator,Under 18,90802,youaresosmartifyoufiguredoutthispassword
3087,user3088,F,25,college/grad student,25-34,87110,youaresosmartifyoufiguredoutthispassword
3088,user3089,M,45,self-employed,45-49,93448,youaresosmartifyoufiguredoutthispassword
3089,user3090,M,25,artist,25-34,90004,youaresosmartifyoufiguredoutthispassword
3090,user3091,F,25,other or not specified,25-34,19107,youaresosmartifyoufiguredoutthispassword
3091,user3092,M,35,scientist,35-44,98108,youaresosmartifyoufiguredoutthispassword
3092,user3093,F,45,writer,45-49,89134,youaresosmartifyoufiguredoutthispassword
3093,user3094,M,35,other or not specified,35-44,30030,youaresosmartifyoufiguredoutthispassword
3094,user3095,F,25,clerical/admin,25-34,06810,youaresosmartifyoufiguredoutthispassword
3095,user3096,F,45,clerical/admin,45-49,38028,youaresosmartifyoufiguredoutthispassword
3096,user3097,F,25,customer service,25-34,10021,youaresosmartifyoufiguredoutthispassword
3097,user3098,M,25,college/grad student,25-34,55112,youaresosmartifyoufiguredoutthispassword
3098,user3099,M,25,technician/engineer,25-34,20910,youaresosmartifyoufiguredoutthispassword
3099,user3100,F,25,doctor/health care,25-34,91423,youaresosmartifyoufiguredoutthispassword
3100,user3101,M,18,scientist,18-24,91101,youaresosmartifyoufiguredoutthispassword
3101,user3102,M,25,programmer,25-34,34170,youaresosmartifyoufiguredoutthispassword
3102,user3103,M,25,writer,25-34,64112,youaresosmartifyoufiguredoutthispassword
3103,user3104,M,18,technician/engineer,18-24,02118,youaresosmartifyoufiguredoutthispassword
3104,user3105,M,35,programmer,35-44,98166,youaresosmartifyoufiguredoutthispassword
3105,user3106,M,25,other or not specified,25-34,33142,youaresosmartifyoufiguredoutthispassword
3106,user3107,M,25,technician/engineer,25-34,92656,youaresosmartifyoufiguredoutthispassword
3107,user3108,M,50,doctor/health care,50-55,22039,youaresosmartifyoufiguredoutthispassword
3108,user3109,F,25,lawyer,25-34,43201,youaresosmartifyoufiguredoutthispassword
3109,user3110,M,25,other or not specified,25-34,10002,youaresosmartifyoufiguredoutthispassword
3110,user3111,M,18,college/grad student,18-24,56520,youaresosmartifyoufiguredoutthispassword
3111,user3112,M,18,programmer,18-24,98133,youaresosmartifyoufiguredoutthispassword
3112,user3113,M,25,K-12 student,25-34,55414,youaresosmartifyoufiguredoutthispassword
3113,user3114,M,18,customer service,18-24,65211,youaresosmartifyoufiguredoutthispassword
3114,user3115,M,35,technician/engineer,35-44,48323,youaresosmartifyoufiguredoutthispassword
3115,user3116,M,25,programmer,25-34,98034,youaresosmartifyoufiguredoutthispassword
3116,user3117,M,35,other or not specified,35-44,83704,youaresosmartifyoufiguredoutthispassword
3117,user3118,M,25,other or not specified,25-34,77025,youaresosmartifyoufiguredoutthispassword
3118,user3119,M,45,academic/educator,45-49,37027,youaresosmartifyoufiguredoutthispassword
3119,user3120,M,18,college/grad student,18-24,55414,youaresosmartifyoufiguredoutthispassword
3120,user3121,M,25,artist,25-34,32118,youaresosmartifyoufiguredoutthispassword
3121,user3122,F,25,executive/managerial,25-34,22209,youaresosmartifyoufiguredoutthispassword
3122,user3123,M,25,artist,25-34,90401,youaresosmartifyoufiguredoutthispassword
3123,user3124,M,25,programmer,25-34,30337,youaresosmartifyoufiguredoutthispassword
3124,user3125,M,25,executive/managerial,25-34,10025,youaresosmartifyoufiguredoutthispassword
3125,user3126,M,25,artist,25-34,32118,youaresosmartifyoufiguredoutthispassword
3126,user3127,F,25,other or not specified,25-34,10003,youaresosmartifyoufiguredoutthispassword
3127,user3128,M,18,artist,18-24,10012,youaresosmartifyoufiguredoutthispassword
3128,user3129,M,25,executive/managerial,25-34,21117,youaresosmartifyoufiguredoutthispassword
3129,user3130,M,25,executive/managerial,25-34,32835,youaresosmartifyoufiguredoutthispassword
3130,user3131,F,25,artist,25-34,90036,youaresosmartifyoufiguredoutthispassword
3131,user3132,M,35,executive/managerial,35-44,98467,youaresosmartifyoufiguredoutthispassword
3132,user3133,M,18,college/grad student,18-24,33720,youaresosmartifyoufiguredoutthispassword
3133,user3134,M,18,college/grad student,18-24,55455,youaresosmartifyoufiguredoutthispassword
3134,user3135,M,25,scientist,25-34,12345,youaresosmartifyoufiguredoutthispassword
3135,user3136,F,25,college/grad student,25-34,72801,youaresosmartifyoufiguredoutthispassword
3136,user3137,M,25,lawyer,25-34,11217,youaresosmartifyoufiguredoutthispassword
3137,user3138,M,35,technician/engineer,35-44,46229,youaresosmartifyoufiguredoutthispassword
3138,user3139,M,56,retired,56+,89128,youaresosmartifyoufiguredoutthispassword
3139,user3140,F,25,college/grad student,25-34,78728,youaresosmartifyoufiguredoutthispassword
3140,user3141,M,25,sales/marketing,25-34,81679,youaresosmartifyoufiguredoutthispassword
3141,user3142,M,25,writer,25-34,85719,youaresosmartifyoufiguredoutthispassword
3142,user3143,F,50,self-employed,50-55,90272,youaresosmartifyoufiguredoutthispassword
3143,user3144,F,25,executive/managerial,25-34,85260,youaresosmartifyoufiguredoutthispassword
3144,user3145,M,18,college/grad student,18-24,02138,youaresosmartifyoufiguredoutthispassword
3145,user3146,M,25,other or not specified,25-34,31605,youaresosmartifyoufiguredoutthispassword
3146,user3147,M,25,sales/marketing,25-34,49355,youaresosmartifyoufiguredoutthispassword
3147,user3148,M,18,writer,18-24,72837,youaresosmartifyoufiguredoutthispassword
3148,user3149,M,18,college/grad student,18-24,92602,youaresosmartifyoufiguredoutthispassword
3149,user3150,F,25,clerical/admin,25-34,92831,youaresosmartifyoufiguredoutthispassword
3150,user3151,F,25,other or not specified,25-34,92870,youaresosmartifyoufiguredoutthispassword
3151,user3152,M,18,college/grad student,18-24,61801,youaresosmartifyoufiguredoutthispassword
3152,user3153,F,25,college/grad student,25-34,73160,youaresosmartifyoufiguredoutthispassword
3153,user3154,F,25,college/grad student,25-34,95616,youaresosmartifyoufiguredoutthispassword
3154,user3155,M,25,executive/managerial,25-34,55112,youaresosmartifyoufiguredoutthispassword
3155,user3156,M,35,executive/managerial,35-44,07663,youaresosmartifyoufiguredoutthispassword
3156,user3157,M,25,programmer,25-34,92880,youaresosmartifyoufiguredoutthispassword
3157,user3158,M,25,scientist,25-34,15217,youaresosmartifyoufiguredoutthispassword
3158,user3159,F,25,scientist,25-34,15213,youaresosmartifyoufiguredoutthispassword
3159,user3160,M,25,technician/engineer,25-34,77521,youaresosmartifyoufiguredoutthispassword
3160,user3161,M,25,executive/managerial,25-34,55408,youaresosmartifyoufiguredoutthispassword
3161,user3162,M,25,academic/educator,25-34,08854-3115,youaresosmartifyoufiguredoutthispassword
3162,user3163,M,18,scientist,18-24,95616,youaresosmartifyoufiguredoutthispassword
3163,user3164,M,18,programmer,18-24,55118,youaresosmartifyoufiguredoutthispassword
3164,user3165,M,35,executive/managerial,35-44,60611,youaresosmartifyoufiguredoutthispassword
3165,user3166,M,18,college/grad student,18-24,32607,youaresosmartifyoufiguredoutthispassword
3166,user3167,M,25,artist,25-34,77056,youaresosmartifyoufiguredoutthispassword
3167,user3168,F,35,customer service,35-44,94546,youaresosmartifyoufiguredoutthispassword
3168,user3169,M,50,other or not specified,50-55,23518,youaresosmartifyoufiguredoutthispassword
3169,user3170,M,25,other or not specified,25-34,08461,youaresosmartifyoufiguredoutthispassword
3170,user3171,F,50,clerical/admin,50-55,10128,youaresosmartifyoufiguredoutthispassword
3171,user3172,M,18,programmer,18-24,55408,youaresosmartifyoufiguredoutthispassword
3172,user3173,M,25,programmer,25-34,55317,youaresosmartifyoufiguredoutthispassword
3173,user3174,F,18,sales/marketing,18-24,10018,youaresosmartifyoufiguredoutthispassword
3174,user3175,M,35,self-employed,35-44,10014,youaresosmartifyoufiguredoutthispassword
3175,user3176,M,25,technician/engineer,25-34,95129,youaresosmartifyoufiguredoutthispassword
3176,user3177,F,25,doctor/health care,25-34,94132,youaresosmartifyoufiguredoutthispassword
3177,user3178,F,35,customer service,35-44,44313,youaresosmartifyoufiguredoutthispassword
3178,user3179,F,18,writer,18-24,02125,youaresosmartifyoufiguredoutthispassword
3179,user3180,M,25,sales/marketing,25-34,07430,youaresosmartifyoufiguredoutthispassword
3180,user3181,M,25,programmer,25-34,07436,youaresosmartifyoufiguredoutthispassword
3181,user3182,M,25,programmer,25-34,12866,youaresosmartifyoufiguredoutthispassword
3182,user3183,M,50,executive/managerial,50-55,60510,youaresosmartifyoufiguredoutthispassword
3183,user3184,F,25,tradesman/craftsman,25-34,21214,youaresosmartifyoufiguredoutthispassword
3184,user3185,M,18,executive/managerial,18-24,55337,youaresosmartifyoufiguredoutthispassword
3185,user3186,M,50,academic/educator,50-55,92122,youaresosmartifyoufiguredoutthispassword
3186,user3187,M,35,programmer,35-44,32935,youaresosmartifyoufiguredoutthispassword
3187,user3188,M,56,retired,56+,55344,youaresosmartifyoufiguredoutthispassword
3188,user3189,M,25,self-employed,25-34,90292,youaresosmartifyoufiguredoutthispassword
3189,user3190,M,1,technician/engineer,Under 18,97062,youaresosmartifyoufiguredoutthispassword
3190,user3191,M,25,programmer,25-34,27707,youaresosmartifyoufiguredoutthispassword
