username,gender,age,occupation,age,zipcode,password
user3234,F,1,other or not specified,Under 18,90012,youaresosmartifyoufiguredoutthispassword
user3235,M,18,college/grad student,18-24,87801,youaresosmartifyoufiguredoutthispassword
user3236,M,18,scientist,18-24,87111,youaresosmartifyoufiguredoutthispassword
user3237,M,35,executive/managerial,35-44,5401,youaresosmartifyoufiguredoutthispassword
user3238,M,35,executive/managerial,35-44,10069,youaresosmartifyoufiguredoutthispassword
user3239,F,25,programmer,25-34,7730,youaresosmartifyoufiguredoutthispassword
user3240,M,18,college/grad student,18-24,55403,youaresosmartifyoufiguredoutthispassword
user3241,F,50,other or not specified,50-55,20004,youaresosmartifyoufiguredoutthispassword
user3242,M,50,retired,50-55,94089,youaresosmartifyoufiguredoutthispassword
user3243,M,25,programmer,25-34,98117,youaresosmartifyoufiguredoutthispassword
user3244,F,18,college/grad student,18-24,92647,youaresosmartifyoufiguredoutthispassword
user3245,M,18,artist,18-24,8820,youaresosmartifyoufiguredoutthispassword
user3246,F,35,academic/educator,35-44,85258,youaresosmartifyoufiguredoutthispassword
user3247,M,35,scientist,35-44,92649,youaresosmartifyoufiguredoutthispassword
user3248,F,25,executive/managerial,25-34,94115,youaresosmartifyoufiguredoutthispassword
user3249,F,25,college/grad student,25-34,92648,youaresosmartifyoufiguredoutthispassword
user3250,M,25,college/grad student,25-34,90069,youaresosmartifyoufiguredoutthispassword
user3251,M,35,technician/engineer,35-44,15330,youaresosmartifyoufiguredoutthispassword
user3252,M,50,other or not specified,50-55,76067,youaresosmartifyoufiguredoutthispassword
user3253,F,35,college/grad student,35-44,26505,youaresosmartifyoufiguredoutthispassword
user3254,F,35,doctor/health care,35-44,95843,youaresosmartifyoufiguredoutthispassword
user3255,F,25,scientist,25-34,91902,youaresosmartifyoufiguredoutthispassword
user3256,M,25,scientist,25-34,92111,youaresosmartifyoufiguredoutthispassword
user3257,M,25,sales/marketing,25-34,94105,youaresosmartifyoufiguredoutthispassword
user3258,M,45,doctor/health care,45-49,2339,youaresosmartifyoufiguredoutthispassword
user3259,F,18,college/grad student,18-24,95616,youaresosmartifyoufiguredoutthispassword
user3260,M,25,college/grad student,25-34,44514,youaresosmartifyoufiguredoutthispassword
user3261,M,45,writer,45-49,87505,youaresosmartifyoufiguredoutthispassword
user3262,M,25,sales/marketing,25-34,55391,youaresosmartifyoufiguredoutthispassword
user3263,M,50,lawyer,50-55,66048,youaresosmartifyoufiguredoutthispassword
user3264,F,25,academic/educator,25-34,94536,youaresosmartifyoufiguredoutthispassword
user3265,M,25,scientist,25-34,53704,youaresosmartifyoufiguredoutthispassword
user3266,F,25,college/grad student,25-34,95616,youaresosmartifyoufiguredoutthispassword
user3267,M,25,college/grad student,25-34,78705,youaresosmartifyoufiguredoutthispassword
user3268,M,25,programmer,25-34,4106,youaresosmartifyoufiguredoutthispassword
user3269,F,18,writer,18-24,45220,youaresosmartifyoufiguredoutthispassword
user3270,M,18,lawyer,18-24,45220,youaresosmartifyoufiguredoutthispassword
user3271,F,35,other or not specified,35-44,92704,youaresosmartifyoufiguredoutthispassword
user3272,M,35,other or not specified,35-44,8330,youaresosmartifyoufiguredoutthispassword
user3273,M,35,executive/managerial,35-44,11201,youaresosmartifyoufiguredoutthispassword
user3274,M,25,writer,25-34,2062,youaresosmartifyoufiguredoutthispassword
user3275,M,35,executive/managerial,35-44,10028,youaresosmartifyoufiguredoutthispassword
user3276,M,25,writer,25-34,55391,youaresosmartifyoufiguredoutthispassword
user3277,M,25,technician/engineer,25-34,94107,youaresosmartifyoufiguredoutthispassword
user3278,M,35,executive/managerial,35-44,10014,youaresosmartifyoufiguredoutthispassword
user3279,M,45,scientist,45-49,92880,youaresosmartifyoufiguredoutthispassword
user3280,M,25,executive/managerial,25-34,33486,youaresosmartifyoufiguredoutthispassword
user3281,M,25,technician/engineer,25-34,79705,youaresosmartifyoufiguredoutthispassword
user3282,M,45,clerical/admin,45-49,20009,youaresosmartifyoufiguredoutthispassword
user3283,M,35,self-employed,35-44,66208,youaresosmartifyoufiguredoutthispassword
user3284,M,25,doctor/health care,25-34,48197,youaresosmartifyoufiguredoutthispassword
user3285,M,25,college/grad student,25-34,44706,youaresosmartifyoufiguredoutthispassword
user3286,F,35,executive/managerial,35-44,80013,youaresosmartifyoufiguredoutthispassword
user3287,M,56,retired,56+,27514-3540,youaresosmartifyoufiguredoutthispassword
user3288,M,25,sales/marketing,25-34,94133,youaresosmartifyoufiguredoutthispassword
user3289,M,45,doctor/health care,45-49,95695,youaresosmartifyoufiguredoutthispassword
user3290,M,25,sales/marketing,25-34,90292,youaresosmartifyoufiguredoutthispassword
user3291,F,25,executive/managerial,25-34,27516,youaresosmartifyoufiguredoutthispassword
user3292,F,50,doctor/health care,50-55,79410,youaresosmartifyoufiguredoutthispassword
user3293,M,45,sales/marketing,45-49,37343,youaresosmartifyoufiguredoutthispassword
user3294,M,18,college/grad student,18-24,78749,youaresosmartifyoufiguredoutthispassword
user3295,M,18,tradesman/craftsman,18-24,92123,youaresosmartifyoufiguredoutthispassword
user3296,M,18,sales/marketing,18-24,90292,youaresosmartifyoufiguredoutthispassword
user3297,M,18,college/grad student,18-24,91325,youaresosmartifyoufiguredoutthispassword
user3298,M,1,K-12 student,Under 18,20876,youaresosmartifyoufiguredoutthispassword
user3299,F,25,college/grad student,25-34,19119,youaresosmartifyoufiguredoutthispassword
user3300,M,35,customer service,35-44,19119,youaresosmartifyoufiguredoutthispassword
user3301,F,25,artist,25-34,85719,youaresosmartifyoufiguredoutthispassword
user3302,M,25,technician/engineer,25-34,74074,youaresosmartifyoufiguredoutthispassword
user3303,M,56,technician/engineer,56+,6405,youaresosmartifyoufiguredoutthispassword
user3304,F,45,customer service,45-49,92649,youaresosmartifyoufiguredoutthispassword
user3305,M,56,writer,56+,94708,youaresosmartifyoufiguredoutthispassword
user3306,M,45,sales/marketing,45-49,60045,youaresosmartifyoufiguredoutthispassword
user3307,M,50,doctor/health care,50-55,90640,youaresosmartifyoufiguredoutthispassword
user3308,F,18,writer,18-24,15701-1348,youaresosmartifyoufiguredoutthispassword
user3309,M,25,technician/engineer,25-34,20707,youaresosmartifyoufiguredoutthispassword
user3310,M,45,sales/marketing,45-49,12561,youaresosmartifyoufiguredoutthispassword
user3311,M,25,college/grad student,25-34,90039,youaresosmartifyoufiguredoutthispassword
user3312,F,18,college/grad student,18-24,90039,youaresosmartifyoufiguredoutthispassword
user3313,M,35,writer,35-44,90292,youaresosmartifyoufiguredoutthispassword
user3314,M,25,executive/managerial,25-34,6516,youaresosmartifyoufiguredoutthispassword
user3315,M,25,programmer,25-34,78731,youaresosmartifyoufiguredoutthispassword
user3316,M,1,unemployed,Under 18,92557,youaresosmartifyoufiguredoutthispassword
user3317,M,25,college/grad student,25-34,78705,youaresosmartifyoufiguredoutthispassword
user3318,M,56,retired,56+,30047,youaresosmartifyoufiguredoutthispassword
user3319,F,56,retired,56+,92308,youaresosmartifyoufiguredoutthispassword
user3320,M,25,academic/educator,25-34,56082,youaresosmartifyoufiguredoutthispassword
user3321,M,35,academic/educator,35-44,95380,youaresosmartifyoufiguredoutthispassword
user3322,F,18,college/grad student,18-24,68516,youaresosmartifyoufiguredoutthispassword
user3323,M,35,sales/marketing,35-44,11784,youaresosmartifyoufiguredoutthispassword
user3324,M,35,technician/engineer,35-44,48083,youaresosmartifyoufiguredoutthispassword
user3325,F,35,sales/marketing,35-44,39180,youaresosmartifyoufiguredoutthispassword
user3326,M,45,executive/managerial,45-49,64138,youaresosmartifyoufiguredoutthispassword
user3327,M,18,programmer,18-24,91423,youaresosmartifyoufiguredoutthispassword
user3328,M,56,unemployed,56+,91790-1161,youaresosmartifyoufiguredoutthispassword
user3329,M,50,tradesman/craftsman,50-55,72601,youaresosmartifyoufiguredoutthispassword
user3330,F,35,academic/educator,35-44,47933,youaresosmartifyoufiguredoutthispassword
user3331,F,25,executive/managerial,25-34,6854,youaresosmartifyoufiguredoutthispassword
user3332,M,25,executive/managerial,25-34,6854,youaresosmartifyoufiguredoutthispassword
user3333,M,18,self-employed,18-24,29404-2205,youaresosmartifyoufiguredoutthispassword
user3334,M,35,other or not specified,35-44,9142,youaresosmartifyoufiguredoutthispassword
user3335,M,25,other or not specified,25-34,10023,youaresosmartifyoufiguredoutthispassword
user3336,M,35,technician/engineer,35-44,93436,youaresosmartifyoufiguredoutthispassword
user3337,M,25,college/grad student,25-34,97214,youaresosmartifyoufiguredoutthispassword
user3338,M,45,self-employed,45-49,8053,youaresosmartifyoufiguredoutthispassword
user3339,M,25,technician/engineer,25-34,44118,youaresosmartifyoufiguredoutthispassword
user3340,M,45,self-employed,45-49,48097,youaresosmartifyoufiguredoutthispassword
user3341,M,25,writer,25-34,91730,youaresosmartifyoufiguredoutthispassword
user3342,F,25,customer service,25-34,92705,youaresosmartifyoufiguredoutthispassword
user3343,F,18,college/grad student,18-24,79912,youaresosmartifyoufiguredoutthispassword
user3344,M,35,other or not specified,35-44,8902,youaresosmartifyoufiguredoutthispassword
user3345,M,25,executive/managerial,25-34,18655,youaresosmartifyoufiguredoutthispassword
user3346,M,35,executive/managerial,35-44,54016,youaresosmartifyoufiguredoutthispassword
user3347,F,35,executive/managerial,35-44,91362,youaresosmartifyoufiguredoutthispassword
user3348,M,45,self-employed,45-49,94546,youaresosmartifyoufiguredoutthispassword
user3349,F,18,college/grad student,18-24,92054,youaresosmartifyoufiguredoutthispassword
user3350,F,18,other or not specified,18-24,20815,youaresosmartifyoufiguredoutthispassword
user3351,F,18,customer service,18-24,92870,youaresosmartifyoufiguredoutthispassword
user3352,M,35,other or not specified,35-44,30533,youaresosmartifyoufiguredoutthispassword
user3353,M,35,technician/engineer,35-44,92688,youaresosmartifyoufiguredoutthispassword
user3354,M,25,executive/managerial,25-34,18615,youaresosmartifyoufiguredoutthispassword
user3355,M,25,academic/educator,25-34,400060,youaresosmartifyoufiguredoutthispassword
user3356,M,35,executive/managerial,35-44,95031,youaresosmartifyoufiguredoutthispassword
user3357,M,25,tradesman/craftsman,25-34,64055,youaresosmartifyoufiguredoutthispassword
user3358,F,25,academic/educator,25-34,91790,youaresosmartifyoufiguredoutthispassword
user3359,M,25,writer,25-34,22936,youaresosmartifyoufiguredoutthispassword
user3360,F,25,other or not specified,25-34,92646,youaresosmartifyoufiguredoutthispassword
user3361,M,25,college/grad student,25-34,91790,youaresosmartifyoufiguredoutthispassword
user3362,F,25,other or not specified,25-34,90212,youaresosmartifyoufiguredoutthispassword
user3363,F,35,homemaker,35-44,4046,youaresosmartifyoufiguredoutthispassword
user3364,M,56,retired,56+,17033,youaresosmartifyoufiguredoutthispassword
user3365,M,50,technician/engineer,50-55,23059,youaresosmartifyoufiguredoutthispassword
user3366,M,35,sales/marketing,35-44,8750,youaresosmartifyoufiguredoutthispassword
user3367,M,50,self-employed,50-55,10025,youaresosmartifyoufiguredoutthispassword
user3368,M,25,sales/marketing,25-34,55435,youaresosmartifyoufiguredoutthispassword
user3369,M,45,tradesman/craftsman,45-49,14701,youaresosmartifyoufiguredoutthispassword
user3370,M,18,college/grad student,18-24,92833,youaresosmartifyoufiguredoutthispassword
user3371,M,25,artist,25-34,55405,youaresosmartifyoufiguredoutthispassword
user3372,M,56,retired,56+,55118,youaresosmartifyoufiguredoutthispassword
user3373,M,18,self-employed,18-24,94709,youaresosmartifyoufiguredoutthispassword
user3374,M,35,customer service,35-44,64801,youaresosmartifyoufiguredoutthispassword
user3375,M,25,college/grad student,25-34,89193,youaresosmartifyoufiguredoutthispassword
user3376,M,35,self-employed,35-44,10803,youaresosmartifyoufiguredoutthispassword
user3377,M,25,technician/engineer,25-34,3570,youaresosmartifyoufiguredoutthispassword
user3378,M,18,college/grad student,18-24,48135,youaresosmartifyoufiguredoutthispassword
user3379,M,35,academic/educator,35-44,20037,youaresosmartifyoufiguredoutthispassword
user3380,M,50,other or not specified,50-55,20815,youaresosmartifyoufiguredoutthispassword
user3381,M,25,other or not specified,25-34,96671,youaresosmartifyoufiguredoutthispassword
user3382,F,1,K-12 student,Under 18,55305,youaresosmartifyoufiguredoutthispassword
user3383,M,56,self-employed,56+,3070,youaresosmartifyoufiguredoutthispassword
user3384,M,35,executive/managerial,35-44,91304,youaresosmartifyoufiguredoutthispassword
user3385,F,25,homemaker,25-34,32212,youaresosmartifyoufiguredoutthispassword
user3386,M,18,college/grad student,18-24,55414,youaresosmartifyoufiguredoutthispassword
user3387,M,18,academic/educator,18-24,94706,youaresosmartifyoufiguredoutthispassword
user3388,F,25,academic/educator,25-34,92646,youaresosmartifyoufiguredoutthispassword
user3389,M,18,other or not specified,18-24,13603,youaresosmartifyoufiguredoutthispassword
user3390,F,45,writer,45-49,2476,youaresosmartifyoufiguredoutthispassword
user3391,M,18,college/grad student,18-24,48135,youaresosmartifyoufiguredoutthispassword
user3392,M,50,doctor/health care,50-55,8108,youaresosmartifyoufiguredoutthispassword
user3393,M,35,programmer,35-44,60563,youaresosmartifyoufiguredoutthispassword
user3394,M,35,executive/managerial,35-44,90069,youaresosmartifyoufiguredoutthispassword
user3395,M,25,executive/managerial,25-34,2134,youaresosmartifyoufiguredoutthispassword
user3396,M,25,programmer,25-34,15217,youaresosmartifyoufiguredoutthispassword
user3397,M,25,customer service,25-34,55414,youaresosmartifyoufiguredoutthispassword
user3398,M,18,writer,18-24,30033,youaresosmartifyoufiguredoutthispassword
user3399,M,25,college/grad student,25-34,14623,youaresosmartifyoufiguredoutthispassword
user3400,M,25,sales/marketing,25-34,8742,youaresosmartifyoufiguredoutthispassword
user3401,M,35,executive/managerial,35-44,76109,youaresosmartifyoufiguredoutthispassword
user3402,M,35,writer,35-44,30306,youaresosmartifyoufiguredoutthispassword
user3403,M,35,customer service,35-44,48342,youaresosmartifyoufiguredoutthispassword
user3404,M,25,farmer,25-34,95380,youaresosmartifyoufiguredoutthispassword
user3405,M,35,sales/marketing,35-44,92084,youaresosmartifyoufiguredoutthispassword
user3406,F,25,executive/managerial,25-34,85214,youaresosmartifyoufiguredoutthispassword
user3407,F,45,customer service,45-49,60050,youaresosmartifyoufiguredoutthispassword
user3408,M,25,technician/engineer,25-34,14830,youaresosmartifyoufiguredoutthispassword
user3409,M,25,college/grad student,25-34,48127,youaresosmartifyoufiguredoutthispassword
user3410,M,35,academic/educator,35-44,20653,youaresosmartifyoufiguredoutthispassword
user3411,M,18,college/grad student,18-24,2139,youaresosmartifyoufiguredoutthispassword
user3412,M,25,tradesman/craftsman,25-34,85213,youaresosmartifyoufiguredoutthispassword
user3413,F,25,technician/engineer,25-34,92084,youaresosmartifyoufiguredoutthispassword
user3414,M,25,technician/engineer,25-34,75146,youaresosmartifyoufiguredoutthispassword
user3415,M,35,executive/managerial,35-44,80129,youaresosmartifyoufiguredoutthispassword
user3416,M,25,programmer,25-34,20850,youaresosmartifyoufiguredoutthispassword
user3417,F,18,artist,18-24,14616,youaresosmartifyoufiguredoutthispassword
user3418,F,18,clerical/admin,18-24,22305,youaresosmartifyoufiguredoutthispassword
user3419,M,45,academic/educator,45-49,16801,youaresosmartifyoufiguredoutthispassword
user3420,F,25,executive/managerial,25-34,48105,youaresosmartifyoufiguredoutthispassword
user3421,M,45,executive/managerial,45-49,94501,youaresosmartifyoufiguredoutthispassword
user3422,M,25,customer service,25-34,43221,youaresosmartifyoufiguredoutthispassword
user3423,M,25,executive/managerial,25-34,84088,youaresosmartifyoufiguredoutthispassword
user3424,M,25,doctor/health care,25-34,92111,youaresosmartifyoufiguredoutthispassword
user3425,M,18,writer,18-24,48135,youaresosmartifyoufiguredoutthispassword
user3426,M,25,writer,25-34,90046,youaresosmartifyoufiguredoutthispassword
user3427,M,25,sales/marketing,25-34,78267,youaresosmartifyoufiguredoutthispassword
user3428,M,45,academic/educator,45-49,47933,youaresosmartifyoufiguredoutthispassword
user3429,F,25,executive/managerial,25-34,94602,youaresosmartifyoufiguredoutthispassword
user3430,F,45,academic/educator,45-49,15208,youaresosmartifyoufiguredoutthispassword
user3431,F,45,doctor/health care,45-49,48867,youaresosmartifyoufiguredoutthispassword
user3432,M,25,programmer,25-34,27410,youaresosmartifyoufiguredoutthispassword
user3433,M,18,programmer,18-24,55113,youaresosmartifyoufiguredoutthispassword
user3434,M,18,college/grad student,18-24,48867,youaresosmartifyoufiguredoutthispassword
user3435,M,45,academic/educator,45-49,48867,youaresosmartifyoufiguredoutthispassword
user3436,M,35,other or not specified,35-44,98503,youaresosmartifyoufiguredoutthispassword
user3437,F,25,other or not specified,25-34,37203,youaresosmartifyoufiguredoutthispassword
user3438,F,25,other or not specified,25-34,78735,youaresosmartifyoufiguredoutthispassword
user3439,M,18,technician/engineer,18-24,76116,youaresosmartifyoufiguredoutthispassword
user3440,M,56,technician/engineer,56+,32822,youaresosmartifyoufiguredoutthispassword
user3441,F,25,sales/marketing,25-34,94109,youaresosmartifyoufiguredoutthispassword
user3442,M,18,programmer,18-24,20878,youaresosmartifyoufiguredoutthispassword
user3443,F,35,technician/engineer,35-44,48219,youaresosmartifyoufiguredoutthispassword
user3444,M,50,sales/marketing,50-55,33401,youaresosmartifyoufiguredoutthispassword
user3445,F,35,writer,35-44,92009,youaresosmartifyoufiguredoutthispassword
user3446,M,25,executive/managerial,25-34,30620,youaresosmartifyoufiguredoutthispassword
user3447,M,25,programmer,25-34,94131,youaresosmartifyoufiguredoutthispassword
user3448,F,18,clerical/admin,18-24,60640,youaresosmartifyoufiguredoutthispassword
user3449,M,25,sales/marketing,25-34,2142,youaresosmartifyoufiguredoutthispassword
user3450,M,25,customer service,25-34,78251,youaresosmartifyoufiguredoutthispassword
user3451,F,25,lawyer,25-34,94117,youaresosmartifyoufiguredoutthispassword
user3452,M,25,sales/marketing,25-34,7702,youaresosmartifyoufiguredoutthispassword
user3453,M,35,executive/managerial,35-44,7981,youaresosmartifyoufiguredoutthispassword
user3454,M,18,other or not specified,18-24,92122,youaresosmartifyoufiguredoutthispassword
user3455,F,25,other or not specified,25-34,7701,youaresosmartifyoufiguredoutthispassword
user3456,M,25,technician/engineer,25-34,54401,youaresosmartifyoufiguredoutthispassword
user3457,M,25,writer,25-34,19083,youaresosmartifyoufiguredoutthispassword
user3458,M,45,other or not specified,45-49,2131,youaresosmartifyoufiguredoutthispassword
user3459,M,18,college/grad student,18-24,76266,youaresosmartifyoufiguredoutthispassword
user3460,M,1,college/grad student,Under 18,10012,youaresosmartifyoufiguredoutthispassword
user3461,M,35,other or not specified,35-44,95409,youaresosmartifyoufiguredoutthispassword
user3462,F,25,college/grad student,25-34,73160,youaresosmartifyoufiguredoutthispassword
user3463,M,25,scientist,25-34,80301,youaresosmartifyoufiguredoutthispassword
user3464,F,25,sales/marketing,25-34,78251,youaresosmartifyoufiguredoutthispassword
user3465,M,25,sales/marketing,25-34,45383,youaresosmartifyoufiguredoutthispassword
user3466,M,25,sales/marketing,25-34,94306,youaresosmartifyoufiguredoutthispassword
user3467,M,25,sales/marketing,25-34,55421,youaresosmartifyoufiguredoutthispassword
user3468,M,25,writer,25-34,94546,youaresosmartifyoufiguredoutthispassword
user3469,M,45,technician/engineer,45-49,2176,youaresosmartifyoufiguredoutthispassword
user3470,M,35,technician/engineer,35-44,49887,youaresosmartifyoufiguredoutthispassword
user3471,M,18,college/grad student,18-24,80302,youaresosmartifyoufiguredoutthispassword
user3472,M,25,doctor/health care,25-34,33156,youaresosmartifyoufiguredoutthispassword
user3473,F,35,self-employed,35-44,2472,youaresosmartifyoufiguredoutthispassword
user3474,M,35,lawyer,35-44,10538,youaresosmartifyoufiguredoutthispassword
user3475,M,25,sales/marketing,25-34,33133,youaresosmartifyoufiguredoutthispassword
user3476,M,50,other or not specified,50-55,44126,youaresosmartifyoufiguredoutthispassword
user3477,F,50,academic/educator,50-55,10024,youaresosmartifyoufiguredoutthispassword
user3478,M,25,executive/managerial,25-34,10019,youaresosmartifyoufiguredoutthispassword
user3479,M,18,college/grad student,18-24,78626,youaresosmartifyoufiguredoutthispassword
user3480,M,25,other or not specified,25-34,59405,youaresosmartifyoufiguredoutthispassword
user3481,M,18,college/grad student,18-24,94122,youaresosmartifyoufiguredoutthispassword
user3482,M,50,technician/engineer,50-55,8043,youaresosmartifyoufiguredoutthispassword
user3483,F,45,executive/managerial,45-49,30260,youaresosmartifyoufiguredoutthispassword
user3484,M,18,college/grad student,18-24,28403,youaresosmartifyoufiguredoutthispassword
user3485,M,25,other or not specified,25-34,94121,youaresosmartifyoufiguredoutthispassword
user3486,F,18,other or not specified,18-24,98225,youaresosmartifyoufiguredoutthispassword
user3487,M,18,college/grad student,18-24,60611,youaresosmartifyoufiguredoutthispassword
user3488,M,45,technician/engineer,45-49,80228,youaresosmartifyoufiguredoutthispassword
user3489,M,18,college/grad student,18-24,60201,youaresosmartifyoufiguredoutthispassword
user3490,M,25,other or not specified,25-34,74136,youaresosmartifyoufiguredoutthispassword
user3491,M,25,self-employed,25-34,28542,youaresosmartifyoufiguredoutthispassword
user3492,M,35,executive/managerial,35-44,77005,youaresosmartifyoufiguredoutthispassword
user3493,M,25,technician/engineer,25-34,61350,youaresosmartifyoufiguredoutthispassword
user3494,M,25,academic/educator,25-34,28607,youaresosmartifyoufiguredoutthispassword
user3495,M,18,college/grad student,18-24,94608,youaresosmartifyoufiguredoutthispassword
user3496,M,35,customer service,35-44,92867,youaresosmartifyoufiguredoutthispassword
user3497,F,35,artist,35-44,94109,youaresosmartifyoufiguredoutthispassword
user3498,M,25,technician/engineer,25-34,28052,youaresosmartifyoufiguredoutthispassword
user3499,M,25,clerical/admin,25-34,77006,youaresosmartifyoufiguredoutthispassword
user3500,M,35,executive/managerial,35-44,20650,youaresosmartifyoufiguredoutthispassword
user3501,F,35,executive/managerial,35-44,30309,youaresosmartifyoufiguredoutthispassword
user3502,F,18,executive/managerial,18-24,80503,youaresosmartifyoufiguredoutthispassword
user3503,M,18,college/grad student,18-24,59715,youaresosmartifyoufiguredoutthispassword
user3504,M,18,executive/managerial,18-24,2215,youaresosmartifyoufiguredoutthispassword
user3505,F,25,scientist,25-34,55455,youaresosmartifyoufiguredoutthispassword
user3506,M,18,programmer,18-24,80503,youaresosmartifyoufiguredoutthispassword
user3507,M,25,other or not specified,25-34,2472,youaresosmartifyoufiguredoutthispassword
user3508,M,18,college/grad student,18-24,2151,youaresosmartifyoufiguredoutthispassword
user3509,M,18,college/grad student,18-24,2115,youaresosmartifyoufiguredoutthispassword
user3510,F,18,college/grad student,18-24,2142,youaresosmartifyoufiguredoutthispassword
user3511,M,50,other or not specified,50-55,88004,youaresosmartifyoufiguredoutthispassword
user3512,M,18,technician/engineer,18-24,2140,youaresosmartifyoufiguredoutthispassword
user3513,M,25,self-employed,25-34,1890,youaresosmartifyoufiguredoutthispassword
user3514,M,18,programmer,18-24,30318,youaresosmartifyoufiguredoutthispassword
user3515,M,35,clerical/admin,35-44,55042,youaresosmartifyoufiguredoutthispassword
user3516,M,18,college/grad student,18-24,42101,youaresosmartifyoufiguredoutthispassword
user3517,M,18,programmer,18-24,53713,youaresosmartifyoufiguredoutthispassword
user3518,F,18,executive/managerial,18-24,11215,youaresosmartifyoufiguredoutthispassword
user3519,F,25,sales/marketing,25-34,11215,youaresosmartifyoufiguredoutthispassword
user3520,M,25,other or not specified,25-34,40515,youaresosmartifyoufiguredoutthispassword
user3521,M,25,other or not specified,25-34,53213,youaresosmartifyoufiguredoutthispassword
user3522,M,18,other or not specified,18-24,97469,youaresosmartifyoufiguredoutthispassword
user3523,M,35,executive/managerial,35-44,53404,youaresosmartifyoufiguredoutthispassword
user3524,F,25,other or not specified,25-34,83355,youaresosmartifyoufiguredoutthispassword
user3525,F,18,college/grad student,18-24,2142,youaresosmartifyoufiguredoutthispassword
user3526,M,35,artist,35-44,62263-3004,youaresosmartifyoufiguredoutthispassword
user3527,M,25,other or not specified,25-34,53213,youaresosmartifyoufiguredoutthispassword
user3528,M,35,customer service,35-44,41144,youaresosmartifyoufiguredoutthispassword
user3529,F,45,academic/educator,45-49,97361,youaresosmartifyoufiguredoutthispassword
user3530,M,25,other or not specified,25-34,77058,youaresosmartifyoufiguredoutthispassword
user3531,F,25,lawyer,25-34,55409,youaresosmartifyoufiguredoutthispassword
user3532,F,35,sales/marketing,35-44,10028,youaresosmartifyoufiguredoutthispassword
user3533,M,25,artist,25-34,55344,youaresosmartifyoufiguredoutthispassword
user3534,M,35,technician/engineer,35-44,68506,youaresosmartifyoufiguredoutthispassword
user3535,M,45,tradesman/craftsman,45-49,77630,youaresosmartifyoufiguredoutthispassword
user3536,M,18,college/grad student,18-24,57103,youaresosmartifyoufiguredoutthispassword
user3537,M,1,K-12 student,Under 18,97402,youaresosmartifyoufiguredoutthispassword
user3538,M,35,other or not specified,35-44,40504,youaresosmartifyoufiguredoutthispassword
user3539,F,25,college/grad student,25-34,77006,youaresosmartifyoufiguredoutthispassword
user3540,M,18,technician/engineer,18-24,57106,youaresosmartifyoufiguredoutthispassword
user3541,M,25,clerical/admin,25-34,2494,youaresosmartifyoufiguredoutthispassword
user3542,M,25,scientist,25-34,14803,youaresosmartifyoufiguredoutthispassword
user3543,M,25,technician/engineer,25-34,60659,youaresosmartifyoufiguredoutthispassword
user3544,F,25,college/grad student,25-34,92507,youaresosmartifyoufiguredoutthispassword
user3545,M,35,programmer,35-44,92507,youaresosmartifyoufiguredoutthispassword
user3546,M,25,writer,25-34,41706,youaresosmartifyoufiguredoutthispassword
user3547,M,35,self-employed,35-44,94108,youaresosmartifyoufiguredoutthispassword
user3548,M,45,executive/managerial,45-49,92965,youaresosmartifyoufiguredoutthispassword
user3549,F,35,executive/managerial,35-44,60137,youaresosmartifyoufiguredoutthispassword
user3550,M,25,customer service,25-34,55447,youaresosmartifyoufiguredoutthispassword
user3551,F,56,other or not specified,56+,98374,youaresosmartifyoufiguredoutthispassword
user3552,F,35,artist,35-44,2879,youaresosmartifyoufiguredoutthispassword
user3553,M,35,self-employed,35-44,61600,youaresosmartifyoufiguredoutthispassword
user3554,M,25,scientist,25-34,15203,youaresosmartifyoufiguredoutthispassword
user3555,M,56,executive/managerial,56+,55430,youaresosmartifyoufiguredoutthispassword
user3556,M,25,technician/engineer,25-34,3038,youaresosmartifyoufiguredoutthispassword
user3557,M,18,customer service,18-24,48185,youaresosmartifyoufiguredoutthispassword
user3558,M,18,technician/engineer,18-24,66044,youaresosmartifyoufiguredoutthispassword
user3559,M,18,college/grad student,18-24,11364,youaresosmartifyoufiguredoutthispassword
user3560,F,25,doctor/health care,25-34,74105,youaresosmartifyoufiguredoutthispassword
user3561,M,35,sales/marketing,35-44,63304,youaresosmartifyoufiguredoutthispassword
user3562,F,25,doctor/health care,25-34,32812,youaresosmartifyoufiguredoutthispassword
user3563,M,25,artist,25-34,33133,youaresosmartifyoufiguredoutthispassword
user3564,M,25,lawyer,25-34,2169,youaresosmartifyoufiguredoutthispassword
user3565,M,25,tradesman/craftsman,25-34,53572,youaresosmartifyoufiguredoutthispassword
user3566,M,45,other or not specified,45-49,53818,youaresosmartifyoufiguredoutthispassword
user3567,M,25,sales/marketing,25-34,54915,youaresosmartifyoufiguredoutthispassword
user3568,M,25,other or not specified,25-34,98503,youaresosmartifyoufiguredoutthispassword
user3569,F,18,artist,18-24,48823,youaresosmartifyoufiguredoutthispassword
user3570,M,35,programmer,35-44,19050,youaresosmartifyoufiguredoutthispassword
user3571,M,18,college/grad student,18-24,10044,youaresosmartifyoufiguredoutthispassword
user3572,M,35,lawyer,35-44,4287,youaresosmartifyoufiguredoutthispassword
user3573,M,1,K-12 student,Under 18,48867,youaresosmartifyoufiguredoutthispassword
user3574,F,35,doctor/health care,35-44,33314,youaresosmartifyoufiguredoutthispassword
user3575,M,25,tradesman/craftsman,25-34,54915,youaresosmartifyoufiguredoutthispassword
